"screen_name","content","mentions"
"@gillanihouse_MC","Watch MPA Syed Ali Haider Gillani in SSDO ""امن بیٹھک"" today on Capital TV at 7:05PM\n #paighamepakistan #cve #peace… https://t.co/QY6Xzm6oJf",""
"@teamcymru","Recently, multiple teams in our industry worked together to dismantle the #Trickbot #botnet. Incidentally, the team… https://t.co/dFstXLpfGc",""
"@akajunoon","While login , i saw that there is api endpoint which leaking all other users id's as well as Login Token… https://t.co/xCVVslLlG6",""
"@Kimberley_HG","Geopolitics and Cybersecurity: As a politics grad working in infosec, this @north_biz @dynamonortheast @durham_uni… https://t.co/gsTTcEy3NC","@north_biz|@dynamonortheast|@durham_uni"
"@ingliguori","The #digitalfuture we need https://t.co/vwDYw2qJPv via @ingliguori\n#DigitalTransformation #Cloud #MachineLearning… https://t.co/kb0HIENkhU","@ingliguori"
"@CyberIreland","The Cyber Ireland North-West Chapter launches tomorrow at 11:30am! 💻🔐\n\nWhat are the current strengths and challenge… https://t.co/JqYnMdLbgG",""
"@tht_en","Top 10 skills to become an ethical hacker❗️\n\n#cybersecurity #cyberattack #cyber #security #cyberpunk #network… https://t.co/JVvpxiFqAF",""
"@enricomolinari","#AI #DeepLearning detecting parking space available in real time \n\nMT @mikequindazzi via @enricomolinari… https://t.co/4yBjTLYg96","@mikequindazzi|@enricomolinari"
"@M_Shahpasandi","New victim, new  #ransomware variant\n#GlobeImposter 2.0\nExtension: .CC4H\n\n@demonslay335 \n@Amigo_A_… https://t.co/PqIWTbDExE","@demonslay335|@Amigo_A_"
"@AlexRyals","Today starts our #TechDataEnforce conference!  Explore our virtual campus and learn new industry insights and knowl… https://t.co/g6OiPDK73x",""
"@GIBiz","Ransomware group Egregor claims to have leaked the source code for Watch Dogs Legion. Ubisoft is currently investig… https://t.co/Jjr57atbIR",""
"@antgrasso","PSA Certified provides a comprehensive framework to help fulfill the goal of improving IoT devices' security and de… https://t.co/pCktLWmtZE",""
"@Acronis","🗣 Small Business Owner: I'm sorry I should have listened! Now all my business data has been encrypted by… https://t.co/usYxwVo7Io",""
"@PenTestMag","Defending the Clouds: AWS Pentesting\n\nhttps://t.co/mqB0ChQ4q9\n\n#pentest #magazine #pentestmag #AWS #pentesing… https://t.co/URgFZ4SUGZ",""
"@vivekramac","The Hong Kong Monetary Authority added our CRTP and CRTE certifications in their 'Cybersecurity Fortification Initi… https://t.co/FYp94Vxs5L",""
"@enisa_eu","New web-based attack vectors such as #formjacking can be used to steal your data. \n\nThe solution? Update, patch and… https://t.co/rdpctR8uEq",""
"@yunogizer","semuanya, hati-hati ya kalo mau install sesuatu yang kalian download dari internet. laptopku kena ransomware, jadin… https://t.co/6Qk8xvNzzD",""
"@WritingGifts","ZEBARA  🦓\nOne book... You got it! \n\nView... https://t.co/yg7eu9h932 🌿\n\n#websecurity #technology #sports #Students… https://t.co/2ilKBsxIkH",""
"@herr_arendt","In eigener Sache👇#CyberSecurity #ozg #Datenschutz #cybercrime #trendmicro 😊 https://t.co/5eXaMKUeW4",""
"@GoogleActivate","Aprende a teletrabajar de forma segura en solo 2 horas con nuestro nuevo curso. Ya está. Ese es el tweet 😊… https://t.co/eJqaSzTjKj",""
"@JAMESWT_MHT","Yesterday #Dridex Doc from email links, dropped Dridex dll\nToday from same links inside email \ndrop new Doc that dr… https://t.co/0BN5di60gE",""
"@DrJDrooghaag","🔵 Do we need a James Bond for Cyber Security?\n\n#TWOgether #WhatBillSays with @BillMew\n#CyberSecurity #Privacy #GDPR… https://t.co/Oj6BujMCAt","@BillMew"
"@kim_crawley","Seriously, this sort of ""technology is for boys"" bullshit delayed my cybersecurity career for years. And don't get… https://t.co/0hSFsczW9S",""
"@unaaldia","Disponible guía de ciberataques publicado por la Oficina de Seguridad del Internauta #incibe #osi #infosec… https://t.co/34riP4knpZ",""
"@3XS0","Tools to identify sensitive secrets, API keys and access tokens -\n\nSecretFinder\n\nhttps://t.co/DDdMd2RiGA\n\nSecretFin… https://t.co/L9Pg5h8l0R",""
"@GeorgenewsOrg","Approximately 10 members of the Pennsylvania National Guard provided routine cybersecurity support to state and loc… https://t.co/T2hXsa36Rc",""
"@Exprivia_CY","#apuliacybersecurityforum #ecsmmolfetta #cybersecmonth @domenicoraguseo  and the meaning of #cybersecurity !\nthank… https://t.co/eAczeLF4R1","@domenicoraguseo"
"@Infosec_Taylor","Gotta love Montana. 23% of people were like ""They want to change minor wording on the state constitution to better… https://t.co/MF6RtpiB0Y",""
"@vanitasnk","My first CVE from abuse AV product. This is how is it going so far since I started research last year. :)\n\nCVE-2020… https://t.co/kWTlZIuTQM",""
"@palmitas10","Here's a good #Wireshark cheat sheet if you needed one\n\n#infosec #coding #cybersecurity #BugBountyTip #pentest… https://t.co/rdonFwVf7q",""
"@cybersecboardrm","23,600 hacked databases have leaked from a defunct 'data breach index' site #Cybersecurity #databreach #infosec  https://t.co/WpZZ6Mlr5S",""
"@joakimkennedy","#RobbinHood #golang #ransomware:  3ad2dfa916d473848df470bdd0b18968\nVT: 7/72\n""pdb"": C:/Users/User/go/src/Robbinhood7… https://t.co/Ge7L7efCCO",""
"@Infosec_Taylor","The electoral college is who actually chooses the president. The establishment of the EC differs, but is usually ap… https://t.co/LTxfluOkl1",""
"@ecso_eu","If you've been keeping track of the #CybersecurityMadeInEurope label and wanted more info as it goes live today, yo… https://t.co/gdRD58vRWF",""
"@JAMESWT_MHT","#Ransomware #Zeppelin &gt; #Buran\nDoc\nhttps://t.co/oURbHQIrnm\nExe/zip \nhttps://t.co/BgS8P3Sxac\n1 -psion0811… https://t.co/YiSoS2RSTI",""
"@Hexacorn","we finally know what Threat Hunting is\nhttps://t.co/lreRLuhL8R https://t.co/U6Si9SiGj3",""
"@TheIntlHerald","Ransomware attacks surge 40% globally in Q3: Report",""
"@JMonteagudoE","The France CyberSlide features some of the most innovative cybersecurity companies: \nhttps://t.co/30YQVmvmvC\nTo app… https://t.co/W10jmscrOa",""
"@TCS","How can the US retirement industry overcome obstacles and become #Business4dot0 enterprises? On November 6 at 1:40… https://t.co/b1aWxH17VI",""
"@pvdork","Remember this?\n\nThe Cybersecurity 202: Here’s why Mitch McConnell is blocking election security bills - The Washing… https://t.co/w4qipGYyQL",""
"@Arritmias_H12O","Paciente remitida para CVE. Llega en sinusal, con pausas en el ECG. Como lo veis?\n@EF_Cardiaca #ECG\n@ecgrhythms… https://t.co/c92A2xaj8r","@EF_Cardiaca|@ecgrhythms"
"@CyberNews_com","11 European #cybersecurity organizations started issuing the ‘Cybersecurity Made In Europe’ #label to cybersecurity… https://t.co/290STx9KAB",""
"@UK_Daniel_Card","This IP used my canary tokened exploit for CISCO ASA - CVE-2020-3452\nhttps://t.co/fQuvVan2uo",""
"@NITDANigeria","Windows 10 Security Flaw!\n\n#BeCyberSmart \n#cybersecurity https://t.co/LRrIQWYUCC",""
"@brnsoulsistah","@NVElect @ChrisCuomo Listen folks:  It's not a polling failure.  He is cheating.  Get the cybersecurity experts in.… https://t.co/LXmSiIGTi5","@NVElect|@ChrisCuomo"
"@couponed_code","Apache Spark MCQ Practice Test useful for Certification\n@Udemy \n\nhttps://t.co/PlZqNnFUIe\n\n#BigDataAnalytics… https://t.co/3Mf0ExUzjn","@Udemy"
"@enisa_eu","Injecting malicious code into websites is a well-known technique used by cybercriminals. \n\nTo protect yourself, fol… https://t.co/7vYGmASy18",""
"@nerccu","#Ransomware is being delivered in a #Coronavirus themed #phishing campaign\n\nInformation on how to defend your organ… https://t.co/SgnE57zwWt",""
"@reecdeep","😈#Remcos #Malware #Keylogger targeting #Italy 🇮🇹\n\n""Ciao buon giorno""\n\nhttps://t.co/aTl4hlsoOf\n\nc2🔥 uzbektourism8739… https://t.co/p0fWdZiwfO",""
"@BAES_Maritime","If you’re inspired by @ThisIsEng #ThisisEngineering #ThisIsEngineeringDay check out the #engineering opportunities… https://t.co/mY9PrMHTYZ","@ThisIsEng"
"@semi_colon4","Ransomware 🙂 be like .... https://t.co/C3byGf6FSI",""
"@AbertayHackers","For the next week our logo will be displayed alongside a poppy. \n\nA few of our society members are veterans. Recent… https://t.co/2EMYMDTdpl",""
"@BricsCyber","""Solid #dataprotection and #cybersecurity frameworks are essential to build trust in technology and how it is used.… https://t.co/iKJD5blG1t",""
"@patowc","Analyzing a malware with Blueliv Sandbox and other tools. WITH A BONUS TRACK ;)\n\nhttps://t.co/lMb2EZaZQc #malware… https://t.co/NnWsZMUUGk",""
"@benkow_","Revil guys on Google:\n- ""How to compile Pony""\n- ""Install GCC and...""\n- ""Ah f*ck that take my money""\nhttps://t.co/4ysFBcxBcC",""
"@CapriceSociety","How privacy-friendly are your mobile phone apps? Have your say!\n👉Click: https://t.co/Ny8eFtqzDf, register and evalu… https://t.co/O727RxYfVy",""
"@WIREDScience","Plenty of hours remain. But so far, the worst-case scenarios about ransomware and other meltdowns have seemingly no… https://t.co/vQeqsEjkfD",""
"@europainitalia","Valentina di @DSMeu ci parla di competenze digitali e cybersecurity. Nell'UE ci sono un milioni di posti di lavoro… https://t.co/pKmZn6fSyJ","@DSMeu"
"@GreaterKashmir","#Cyber agency alerts against #ransomware attacks of '#Egregor' virus | Greater Kashmir https://t.co/ugBKKRUPQE",""
"@SourabhSKatoch","The 4 Hard Truths Data Science Blogs Don't Teach You About.\n\nhttps://t.co/bowdIx83Ea\n\n#DataScience #MachineLearning… https://t.co/r716LWLK4o",""
"@coding_monkeys","I think he finally fix the bug🤣🤣⁣\n\n#Python #rstats #java #javascript #AWS #100DaysOfCode #ReactJS #Coding… https://t.co/V5ngGwsz2P",""
"@thehill","Battleground state North Carolina to delay election results after extending voting hours https://t.co/Ew8ihXTrvQ https://t.co/PFnVkTLqX2",""
"@reach2ratan","Cloud Security: The Necessity of Threat Hunting https://t.co/YtfoMuRCaN\n\n#CyberSecurity #digital #Hackers #infosec… https://t.co/i2qSqsTwda",""
"@connect_ie","Well done to Prof. Utz Roedig @UCC on his SFI Frontiers for the Future award for research on #security and #privacy… https://t.co/vpU3MPI8oW","@UCC"
"@DC_CyberProtect","Despite the lockdown its business as usual for our unit. We're still here to help your organisation protect against… https://t.co/I4SnA0o0d4",""
"@x0rz","Some great hardening/containment tips against ransomware (but also applies to other threats) by @FireEye https://t.co/WaAyhOssMv (PDF)","@FireEye"
"@SOC_Prime","The playbook provides additional context from “Have I Been Pwned?” resource for #AzureSentinel threat detection ale… https://t.co/UURuznefL2",""
"@1lucabelli","Good morning twitter friends! If you need an interesting diversion from endless discussions on US elections, the… https://t.co/tGcsxgCAuV",""
"@mjg59","Infosec is such a fucking cesspool",""
"@Mooky_Crypto","🛡️ https://t.co/2mwpLnpdvO, the first #cryptocurrency company to achieve a Tier 4 rating!\n\nIt's the highest level w… https://t.co/KiXJv6Ti5K",""
"@reach2ratan","Episode 7: Security in a time of crisis https://t.co/GwVCuN3pxl\n\n#CyberSecurity #digital #Hackers #infosec… https://t.co/NFKiwJfsXl",""
"@CyberWarship","Low Privilege Active Directory Enumeration from a non-Domain Joined Host\n\n#infosec #pentest #redteam \nhttps://t.co/rVv9QQfb8v",""
"@piedpiper1616","GitHub - marcinguy/CVE-2020-15999: CVE-2020-15999 - https://t.co/XN44giYyZa",""
"@Fisheyebox","#Visualization\n\n#DataScientist #selfdrivingcars #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT… https://t.co/bxNIKBzHUB",""
"@Fisheyebox","#Machinelearning predictions and prescriptions.\n\n#DataScientist #selfdrivingcars #BigData #Analytics #DataScience… https://t.co/zUcLhTaOlo",""
"@TamaraMcCleary","Thousands of infected #IoT devices used in for-profit anonymity service https://t.co/yFXnFtQPph #Cybersecurity https://t.co/90rrCe2uh1",""
"@tetrane","We recorded with REVEN the zero-day disclosed by Project Zero CVE-2020-17087.\n5 minutes to set up with the auto-rec… https://t.co/tGS1Ci4ns8",""
"@H_Miser","So this ""saucissons"" 🇫🇷 ransomware is linked to an ongoing CTF (here https://t.co/kXw09wqMB5) ! 😅 https://t.co/TEdQQkHfIm",""
"@programmerjoke9","C# fact https://t.co/xpwLrOORoN https://t.co/NpPOx7aGny #100Daysofcode #javascript #programming #dev #linux #java… https://t.co/pect84yqiR",""
"@cryptocom","https://t.co/vCNztABJoG is the first cryptocurrency company to achieve a “Tier 4” rating, the highest maturity leve… https://t.co/vDUJTCfXDj",""
"@IngramMicroInc","Cheers to 10 years! Our Ingram Micro Networking &amp; Security BU is celebrating a decade of serving our customers, par… https://t.co/G0764BP2NI",""
"@matthieugarin","🚨 Si vous ne l'avez pas encore lu 🗞... excellent doc @FireEye sur les mesures prioritaires contre les #Ransomware 🔥… https://t.co/sMfzndOQc6","@FireEye"
"@CatherineAdenle","Ranking Influential Emerging Technologies for 2020. https://t.co/VKfTn7s4tI \n#IoT #sustainability #AI #5G #cloud… https://t.co/9ql8el0Ed8",""
"@RedHuntLabs","We are excited to have Krutarth Shukla (@KrutarthShukla), onboard our team as Principal Consultant. With his great… https://t.co/jiZOX9d5AA","@KrutarthShukla"
"@Rabs_AA","Registration Open for CSSPR Webinar: ""AI &amp; Cybersecurity"" This'll be my last CSSPR webinar and I couldn't be more p… https://t.co/GiDUg3Gv5L",""
"@ptracesecurity","A Deep Dive Into Windows Scheduled Tasks and The Processes Running Them  https://t.co/iI6fURBEJl  #Windows10… https://t.co/i6tWSfqtJD",""
"@reach2ratan","The NSA is Refusing to Disclose its Policy on Backdooring Commercial Products https://t.co/SGx0WKjx1k… https://t.co/JAgTYL7C3X",""
"@scanta_io","Understanding Chatbot and #CyberSecurity can appear quite intimidating if you are not aware of some cybersecurity c… https://t.co/jYgN3q9a2Q",""
"@Raj_Samani","""Egregor #ransomware exfiltrates sensitive information before encrypting files and gives the victim three days to c… https://t.co/s3RuBTFQbp",""
"@3XS0","💻20/11/02/R2D26 #100DaysOfCode\n\n🔶 Review\n☑︎ #Flutter 2nd\n☑︎ #Linux #Cprogramming I/O\n☑︎ #Algorithm in C - hashing… https://t.co/wHpIAdKuf7",""
"@SAURAVSINGLA_08","Is AI ethical responsible? https://t.co/0kHJwy04OT @getmixapp \n\n#DataScience #ArtificialIntelligence… https://t.co/g17NcpZOka","@getmixapp"
"@DiaryOfHackers","@DiaryOfHackers Community presents Introduction to Capture The Flags (CTF) with Team fr334aks.\nThis session gives c… https://t.co/lOEl1jEJKA","@DiaryOfHackers"
"@magismikeleyson","Honest question: Safe ra ba mag register for QR Code? Dili ra sya prone for cybersecurity issues?",""
"@sashax2_","https://t.co/AHGac3QqRK\nGet #custom #mug #tshirt #design on #fiverr #fiverrgigs\n#100DaysOfCode #Machinelearning… https://t.co/OelIIT9GP5",""
"@sashax2_","https://t.co/ncZ1if26qS\nGet #custom #mug #tshirt #design on #fiverr #fiverrgigs\n#100DaysOfCode #Machinelearning… https://t.co/xEt2JST29P",""
"@sashax2_","https://t.co/oGUtBPt3ia\nGet #custom #mug #tshirt #design on #fiverr #fiverrgigs\n#100DaysOfCode #Machinelearning… https://t.co/zKB2s9F1yg",""
"@sashax2_","https://t.co/JtOSuJSY24\nGet #custom #mug #tshirt #design on #fiverr #fiverrgigs\n#100DaysOfCode #Machinelearning… https://t.co/UDoJ3SaWR4",""
"@cry__pto","Learn ethical hacking.Learn about reconnaissance,windows/linux hacking,attacking web technologies,and pen testing w… https://t.co/CgG1ivyoDQ",""
"@mygovindia","How well do you know about the Cybersecurity techniques and programs? Participate in the Cyber Security Quiz –… https://t.co/5LV3E03NdK",""
"@reach2ratan","BrandPost: Getting Smart About Campus Security https://t.co/x3Wi6OQeNW\n\n#CyberSecurity #digital #Hackers #infosec… https://t.co/Vk7kKzmECh",""
"@VanessaBeeley","""Let me introduce you to the most dangerous intelligence operations masquerading as cybersecurity companies on plan… https://t.co/A2a4A8pibT",""
"@AnnwieAnna","Attempts from Russia and Iran to meddle in #USElection2020 were countered by US cyber command. Good news on more pr… https://t.co/2xIpA1uszX",""
