"screen_name","content","mentions"
"@techreview","Standing up to nation-state hackers. Ransomware response and prevention. Building a cyber-resilient organization. L… https://t.co/zhyBDiKJpj",""
"@Fisheyebox","#NLP vs #NLU vs #CI \n\n#DataScientist #selfdrivingcars #BigData #Analytics #DataScience #AI #ML #IIoT #Python… https://t.co/lYzieXRGEg",""
"@cybersecboardrm","What Are The Fastest Growing Cybersecurity Skills In 2021? #Cybersecurity #security  https://t.co/3QEqFBILqT",""
"@MarcusPluijm","@superjan Met Trump's Executive Order van 11 mei 2017 heeft het Departement of Homeland Security de mogelijkheid ge… https://t.co/AtJMz0iUhb","@superjan"
"@NCA_KSA","The National Cybersecurity Authority #NCA issues the cybersecurity report in the electricity sector, which sheds li… https://t.co/jlqjUQDXHX",""
"@MaiteOrtegaCSO","The Need to Change the Paradigm of Control Systems Cyber Security\nhttps://t.co/9autx02O0n\nFor further information o… https://t.co/Vs3Y7ix2H6",""
"@Ronald_vanLoon","Top five #AI capabilities companies will cultivate\nby @PwC\n\n#IoT #ArtificialIntelligence #InternetofThings #FinTech… https://t.co/0wXTekVEof","@PwC"
"@Paula_Piccard","Hackers Can Grab Passwords By Watching Your Shoulders Move On Zoom #Cybersecurity #security  https://t.co/06oXQlvBDM",""
"@CyberSecOb","We are creating the APAC Cybersecurity Landscape Slide, the #APAC #CyberSlide.\nhttps://t.co/fp3mmNIS13\nTo apply:… https://t.co/dkVU3aHDlN",""
"@pyn3rd","#CVE-2020-16846 SaltStack Remote Code Execution\n\nhttps://t.co/1zcyRNORpp https://t.co/qfR1BaLwiT",""
"@PamelaDrew","Supporters of Julian #Assange know the horrid injustices he faces but few know the abuses extend to friends around… https://t.co/aINO4G3kJT",""
"@DrJDrooghaag","🔵 FBI: Hackers stole source code from US government agencies and private companies\n\n#CyberSecurity\n⁦@BillMew⁩ ⁦… https://t.co/ok3NAB5Fij","@BillMew"
"@whackyhit","🙌🏻 Day 2 of Slaying the RE dragon: Mastering Reverse Engineering 👨🏻‍💻 by @_sudhackar at @nullcon Online Training No… https://t.co/9M9QZYFQfv","@_sudhackar|@nullcon"
"@desirevile","New Robotics by Disney V/@MargaretSiegien cc:#TOI #gamedev #indiedev #socialmedia #cybersecurity #Manali… https://t.co/JBk2kzNM7b","@MargaretSiegien"
"@GDSportsPhotos","#BALLGAME!!  #GoCougs🏈🐾 #CvE💪",""
"@BrighterBees","Encapsulation is one of the 4 fundamental OOP concept.The other three are inheritance,polymorphism,and abstraction… https://t.co/h44rVWpf0C",""
"@Fisheyebox","Will #AI automate #datascience and #machinelearning jobs?\nhttps://t.co/xxjTKdVxAH\n\n#IIoT #Python #RStats… https://t.co/niwDfQLlG7",""
"@BsidesIslamabad","To the all Awesome Pakistani Cybersec Women. \n\nWE NEED YOU to participate in the Change Maker and Curiosity give-aw… https://t.co/SW7VtgVVwt",""
"@ptracesecurity","Trend Micro CTF 2020 - Keybox writeup  https://t.co/5F5nygLCDR  #MobileSecurity #AndroidSecurity… https://t.co/OMtaK38EFh",""
"@InfoSec_MH","@Ron4California @JackPosobiec The only thing the left do better than lying and cheating is playing a victim.\n\nLying… https://t.co/NyEgOaE0qn","@Ron4California|@JackPosobiec"
"@KathanP19","Updates to HowToHunt!!!\n\n* More Github Dorks added by @manasH4rsh\n* Shodan_CVE_dorks by @manasH4rsh\n* New OTP Bypas… https://t.co/Kb7sgST42Z","@manasH4rsh|@manasH4rsh"
"@mikecherry","I’M SO EXCITED TO GO BACK TO TWEETING 80% #INFOSEC/20% #POLITICS/#RANDOM",""
"@cyberpeacecorps","#ContestAlert \nFinally we are ready to start the brainolymoics.\n\nTake the quiz and stand a chance to win an Amazon… https://t.co/pDtBleitY5",""
"@elizabeth_joh","ah the military grade interstate highway choice of former cybersecurity experts https://t.co/lRfZS946zv",""
"@InfoSec_MH","@pnjaban None of Trump's hires did any house cleaning.\n\nTrump gloated about all of his hires as they stabbed him in… https://t.co/NDGjmOBBqW","@pnjaban"
"@three_cube","Cryptography Basics, Part 1 #cryptography #cryptographybasics #cybersecurity #cyberwarrior\n\nhttps://t.co/cNusCzihRB https://t.co/u1joiTsxfu",""
"@three_cube","Getting Started Becoming a Master Hacker! #hacker #infosec #cybersecurity #cyberwarrior\n\nhttps://t.co/aflUIkZzl3 https://t.co/StDJqBplXw",""
"@damarafaka","SCIF Military Command &amp; Control #CyberSecurity monitoring #surveillance Teams cross-referencing LIVE Electoral Data… https://t.co/2S5XYENzvA",""
"@jaysonstreet","I’m done with mostly tweeting about the former president. \n\nI want to get back to Hacker news, InfoSec news, fun th… https://t.co/x4K1lFM5V1",""
"@cryptobuzznews","Breaking News: $Grin is experiencing a 51% attack #infosec https://t.co/ex8pkpGlgu",""
"@felipepayao","Caso hacker/ransomware no STJ: responsáveis continuam se comunicando via email, ainda alegaram que a Fazenda também… https://t.co/QL3qMPCgkT",""
"@TheOfficialSBI","SBI customers are requested to be alert on Social Media and not fall for any misleading and fake messages.\n\n#SBI… https://t.co/No1ZAy8LWU",""
"@z3r0trust","This week in digital privacy, I look at privacy as it relates to voter information, internet user privacy expectati… https://t.co/Izx0V2Jys6",""
"@coding_monkeys","its very important to watch that video 😂⁣\n\n#Python #rstats #java #javascript #AWS #100DaysOfCode #ReactJS #Coding… https://t.co/hDa223okie",""
"@AlyssaM_InfoSec","Well done @cityofmilwaukee, thank you for this!! https://t.co/qi555VslkW","@cityofmilwaukee"
"@olcrimson","Now we’re* roloing #CVE #WaveTheFlag \n\n*This assessment does not include the FS1 crew",""
"@TamaraMcCleary","Digital Business Opportunities Surge With #IoT-Based Sensors At The Edge https://t.co/uWss2BGP24 #EdgeComputing… https://t.co/BCGJWVRYKI",""
"@wef","How used-cars sales explain the cybersecurity market https://t.co/baKYB3IJnq https://t.co/pnAqcIAybH",""
"@aneeshnair","Software-as-a-service providers often handle ur #sensitive #data. Here's how to hold them to a high standard for… https://t.co/L0RPS0gvNK",""
"@WIRED","iPhone users: If you've switched to iOS 14, update your phone now. https://t.co/Wegi3T7Nc0",""
"@QualiaRedux","About a quarter of Star Trek: TNG episodes could have been been avoided by having and following infosec standards.",""
"@normwilner","Rudy Giuliani, cybersecurity consultant, who can't do Google Maps",""
"@InfoSecHotSpot","Trump’s Cybersecurity Agency Says It Is 'Highly Difficult' to Commit Voter Fraud, Actually Despite the president’s… https://t.co/PkSbu54klx",""
"@notameadow","People in infosec really need to learn that when they talk to normal people they REALLY FUCKING need to think what… https://t.co/DscNea3nwU",""
"@notameadow","I am still on this course for business people about 'cyber'.\n\nAnd a person from an infosec company that we all know… https://t.co/6ZDzPiirUJ",""
"@LizMacDonaldFOX","2/ ⁦@realDonaldTrump⁩ #OperationWarpSpeed now beh 2 dozen vaccine manufacturing facilities now flying in equipment… https://t.co/b17BUUXBZ5","@realDonaldTrump"
"@Hakin9","Break the code and exploit it - Preview https://t.co/vn6XYuCGuY \n\n#infosec #hacking #hackers #Pentesting… https://t.co/ehvmPHqrp6",""
"@ian_infosec","Remember when you couldn’t Google Rick Santorum at work?",""
"@BsidesIslamabad","2nd Day of #BSidesIslamabad2020 virtual conference starts today @9amPKT\nMore exciting stuff today including CTF DFI… https://t.co/tnVoKdnXq0","@9amPKT"
"@IsmailRoyer","Interestingly, a lot of people in the CVE field are expressing joy on social media about Biden winning",""
"@InfoSec_MH","@BrandonStraka @pizzasandonuts Media are gaslighting people on an epic scale.","@BrandonStraka|@pizzasandonuts"
"@KenRoth","As China's second largest surveillance company, Dahua, tries to expand its US presence after a deal with Amazon, cy… https://t.co/bu0knxlsk1",""
"@keepnetlabs","What are #antiphishing solutions? https://t.co/p1pckAiOdF #ransomware #dataprotection #tech #infosec #hacking… https://t.co/KQtqwkzD1f",""
"@moixsec","Black Friday – stay safe before, during and after peak retail season https://t.co/Mk2YD7Ugs7 #hacking #CyberSec",""
"@saintfadumo","I’m never listening to you “can we be happy pls?” niggas ever again. that’s what got us the Blue Alert bill and the… https://t.co/uZ6s6bVIS1",""
"@AlyssaM_InfoSec","I am crying so many tears right now!! All happy tears to be clear!!",""
"@SCPatriotSC","Good read on the vulnerability of voting machines and lack of oversight. \n\nhttps://t.co/MSNrIriKkB https://t.co/0eibQOVToZ",""
"@MrPumpkinFace1","A lot of people don’t know this but in 2018 the Cybersecurity and Infrastructure Security Agency Act of 2018 was si… https://t.co/ybFGbZPcOx",""
"@logo90264160","Hello, You searching a creative logo Design for your company.....https://t.co/zQ9GTUbCDx\n\n#100DaysOfCode… https://t.co/UcQ3dGxBeN",""
"@jkosseff","I hope that @CISAKrebs’s stewardship of the DHS election protection efforts will be a case study for public adminis… https://t.co/JJLA8pCdY2","@CISAKrebs"
"@PropCazhPM","@tonyver45 @RTG_CyberSec @welshowlmusic @DoctorJohn_MD Paton Oswald has been invested in exploring this.\nhttps://t.co/a3vPocf8nH","@tonyver45|@RTG_CyberSec|@welshowlmusic|@DoctorJohn_MD"
"@Hakin9","Sudomy - Subdomain Enumeration and Analysis Tool https://t.co/FgPj7O8PWG\n\n#infosec #hacking #hackers #Pentesting… https://t.co/3phTZkKyjR",""
"@slashdot","Cyberattackers Now Also Make Linux Versions of Their Ransomware https://t.co/GMtGN9hPRp",""
"@InfoSecHotSpot","Trump’s Cybersecurity Agency Says It Is 'Highly Difficult' to Commit Voter Fraud, Actually Despite the president’s… https://t.co/uZ4b3i61xP",""
"@tonyver45","@RTG_CyberSec @welshowlmusic @DoctorJohn_MD You may be right. Some writer needs to investigate this thoroughly. It… https://t.co/q3MSejpM5I","@RTG_CyberSec|@welshowlmusic|@DoctorJohn_MD"
"@Cry0l1t3","Curious about how to learn for #infosec &amp; #Pentesting? Stay tuned! 😎\n#HTBAcademy #HackTheBox https://t.co/QMg1Gp1aYb",""
"@ChuckDBrooks","Excellence in the essentials of cybersecurity    \nhttps://t.co/kOEV07pLxi",""
"@RTG_CyberSec","@tonyver45 @welshowlmusic @DoctorJohn_MD No way it's a screwup it's a ultimate troll by an intern thats been crapped on for 8 months","@tonyver45|@welshowlmusic|@DoctorJohn_MD"
"@AlyssaM_InfoSec","@SwiftOnSecurity Its our IRL real-time electoral map.","@SwiftOnSecurity"
"@Tanguy_lrx","⚠️Did you register to attend the session “@SkyUK: A Slick, New B2B Site” at DX Inspire? ⚠️ \nIf not, Do it now ! 😉… https://t.co/TLkQ4sgrfz","@SkyUK"
"@three_cube","Getting Started with Kali Linux 2020 #kali #linux #cybersecurity #hacking #cyberwarrior\n\nhttps://t.co/Tm0m9aB87E… https://t.co/qOQzOhhIgB",""
"@three_cube","OSINT, Part4: Google Hacking to Find Unprotected Web Cams\n\n#osint #cyberwarrior #cybersecurity #googlehacking… https://t.co/z2Rj2nvemU",""
"@ruben_arce_s","Five key qualities that #DigitalTransformation #leaders should possess\nBy @ingliguori\n@ruben_arce_s\n#leadership… https://t.co/y7f1Hsf1xS","@ingliguori|@ruben_arce_s"
"@ruben_arce_s","REVIEWED: THE TOP 5 #DIGITALTRANSFORMATION FRAMEWORKS IN 2020\n@ruben_arce_s\n #IoT #MachineLearning #DeepLearning… https://t.co/L2kQQUfhww","@ruben_arce_s"
"@SpirosMargaris","Five Ways How #ArtificialIntelligence \n\nWill Transform Businesses in 2021 \n\nhttps://t.co/Uq5Yg4Iao0 #fintech… https://t.co/gE37OI9vAU",""
"@watchful1","interesting that most of the blue check infosec folks are remaining quite on the election software ""glitch"".  what'… https://t.co/lESrkVv1Rt",""
"@ruben_arce_s","From conceptualization to support: this #Infographic shows the building blocks of #IoT\n@ruben_arce_s… https://t.co/txScEooqBp","@ruben_arce_s"
"@blueteamsec1","Mapping ATT&amp;CK Data Sources to Security Events via OSSEM. Very cool. https://t.co/CG5xWSucN5 #cyber #threathunting… https://t.co/9UwHG7qVAZ",""
"@Hakin9","Striker - Recon &amp; Vulnerability Scanning Suite  https://t.co/km0UuEewYM \n\n#infosec #hacking #hackers #Pentesting… https://t.co/jHZxqCbR0E",""
"@Ronald_vanLoon","10 Steps To Cyber Security\nby @CESG_HMG @cabinetofficeuk @ CPNI/UK\n\nRead more https://t.co/qMkPEhUGfT\n\n#Digital… https://t.co/d2ACrUR6lv","@CESG_HMG|@cabinetofficeuk"
"@BlackBerry","Watch this video to hear how Macquarie University uses BlackBerry AtHoc to communicate to their stakeholders in rea… https://t.co/6NAuBYLOuN",""
"@sherrod_im","I have strong feelings about the department of energy after starting my InfoSec career at NNSA. And immense respect… https://t.co/Os5SpiUdFw",""
"@abu_hanifah1442","Cage ≠ CAIR \nCage &gt; CAIR\n\nCage = heroes\nCAIR = opportunist paindoos that support non binary Muppets, cve, and other… https://t.co/1eVgfPNnBq",""
"@_FirehaK","With the final payload for #Egregor publicly available on VT, ""loader"" tags have been added to most previous upload… https://t.co/zeZkYNHFEx",""
"@aicanedo","5 Must-Have #DataScience Skills That You Should Learn.\nhttps://t.co/nWcGyPYlh7 #MachineLearning #DataScience… https://t.co/whMqfYXLF0",""
"@three_cube","Linux Basics for Hackers, Part 2: Finding Stuff in Linux #linux #linuxbasics #linux4hackers #cybersecurity… https://t.co/TofL0Xu8Sk",""
"@AlyssaM_InfoSec","@Coleens_IS Girl, been right there with you and those tears. Its so hard to believe but yes, the chapter of the las… https://t.co/xMpUFwwJ6o","@Coleens_IS"
"@JacquiHeinrich","From the director of the Cybersecurity and Infrastructure Agency, a division of the Dept of Homeland Security https://t.co/Dq0f60mB37",""
"@JerryDunleavy","Director of DHS's Cybersecurity &amp; Infrastructure Agency\n\nhttps://t.co/kBzJ4T8zi8 https://t.co/J9AD4ZP3dq",""
"@InfoSecHotSpot","Trump’s Cybersecurity Agency Says It Is 'Highly Difficult' to Commit Voter Fraud, Actually Despite the president’s… https://t.co/x1eJ7o9rPq",""
"@infosec_au","https://t.co/wq9k3rB8T0",""
"@digitalcloudgal","📌 Okay my #cybersecurity friends, here is a solid, tangible path forward to a #Ciso role with real world references… https://t.co/qLdFfE1ok1",""
"@ChuckRobbins","@Cisco is eager to work with the new Administration &amp; Congress to strengthen digital infrastructure to help busines… https://t.co/odqc6etH8u","@Cisco"
"@Neuromorph","Google open-sources MT5, a multilingual model trained on over 101 languages.\n\nhttps://t.co/P4h4VWLve0… https://t.co/pd5t4tw3Fm",""
"@three_cube","Vault 7 Reveals that Even the CIA Reverse Engineers Malware for Reuse #reversing #cia #reverseengineering… https://t.co/RWwWTCvfVS",""
"@Ali_H_Soufan","This an important warning from the Director of the Cybersecurity and Infrastructure Security Agency👇🏼 https://t.co/0hsg36eTuX",""
"@InfoSec_MH","@Cernovich ""Trust Barr""\n""4D Chess""\n""keep your enemies close""\n""trust Wray""\n""trust Durham""\n""trust Sessions""\n""you know… https://t.co/sGFr8Xw22u","@Cernovich"
"@politicallands1","@Lcars24 @ZeroFuelEnviro Yes. It's remarkable he was able to keep us essentially defenseless w/20 intel agencies un… https://t.co/oSmRHxTl6E","@Lcars24|@ZeroFuelEnviro"
"@MarcoCiappelli","This is a BIG FAT NOPE!\n\nNO “Thougth Police”\n \n“The family had become in effect an extension of the Thought Police.… https://t.co/xOdZ9lXXp2",""
"@Daniel_Infosec","@DanielMiessler The right has been dragging the left so far that our left is middle right in other political spectrums.","@DanielMiessler"
"@AlyssaM_InfoSec","OMG my neighbors rock!!! Neighbor next door just dropped these off on my front porch table!! https://t.co/QMAFG05rq9",""
"@Sekurak","Hej admini! (i użytkownicy) Lepiej łatajcie ASAP Wasze instancje VMware. Grupa ransomware wykorzystuje podatność kl… https://t.co/fXSuwUl9EN",""
"@AlyssaM_InfoSec","So apparently @AndrewYang didn't get the message that fat shaming, even your most bitter rivals, is just not OK. Gl… https://t.co/P1OnKEuQ6C","@AndrewYang"
"@jonrlindsay","Everybody needs to read this book. Not just cyber policy people. Everybody. It is full of fresh ideas in clear pros… https://t.co/BHZMFUn6ei",""
"@SourabhSKatoch","73 Examples to Help You Master Python's f-strings.\n\nhttps://t.co/OfvzMOJbON\n\n#Python #MachineLearning #AI… https://t.co/VltQr1Mu1X",""
"@SaimaRa52073090","https://t.co/vwmSxTEsIt Get hired me as your #math assistant on #Fiverr #maths\n #100DaysOfCode #Machinelearning… https://t.co/H7kwxS0YYA",""
"@Hakin9","n this video you will learn how to perform ICMP analysis in Wireshark. Eavesdropping on ICMP traffic can provide a… https://t.co/o094Myqppg",""
"@AlyssaM_InfoSec","Stuck in quarantine, craving donuts. No donuts in the house. So sad. https://t.co/WrE1BqToOO",""
"@ingliguori","The TOP 5 #DigitalTransformation Framework in 2020 https://t.co/pTPDfHELCl via @ingliguori #Cloud #MachineLearning… https://t.co/dL0S2fSuRs","@ingliguori"
"@PenTestMag","How to Prepare and Use Docker for Web Pentest\n\nhttps://t.co/o4UwsEbNUy\n\n#pentest #magazine #pentestmag #pentestblog… https://t.co/yu6hujkE0E",""
"@KevinClarity","Quantum Computing: What Does It Mean For AI (Artificial Intelligence)?\n\n#Machinelearning #100DaysOfCode #IoT #IIoT… https://t.co/UVxCh9uu68",""
"@fadumzz","This man was leading cybersecurity efforts for the country.. https://t.co/vuzmiZDVBv",""
"@olivier_boschko","I was part of the #HTBAcademy #Beta Test! My favorite module is #Intro to #JavaScript #Deobfuscation Its a great in… https://t.co/o9IEoxu4ho",""
"@blueteamsec1","Welcome to ThreatPursuit VM: A Threat Intelligence and Hunting Virtual Machine https://t.co/77FxByoZDz #cyber #threathunting #infosec",""
"@Umberto_Rapetto","🥃 *APERI-HACKER* 🥃\ni pirati informatici si sono bevuti #Campari, l'aperitivo senza etichetta e senza protezioni inf… https://t.co/Ed0d46cLve",""
"@ipfconline1","What Is Quantum Supremacy And #QuantumComputing? (And How Excited Should We Be?)\nhttps://t.co/nDkYTJGwjR… https://t.co/wGv5cXJykf",""
"@rockreborn22","@InfoSec_MH @Cernovich Wray being the absolute worst. Trump literally appointed the guy who sat on Hunter’s laptop through impeachment.","@InfoSec_MH|@Cernovich"
"@Hazmat25","@InfoSec_MH @Cernovich Lincoln did the same thing.  Last time I checked you need senate confirmation for most posit… https://t.co/NwIqUB0Tfm","@InfoSec_MH|@Cernovich"
"@WIREDScience","Plus: Ransomware hits Capcom, the US seizes Iranian domains, and more of the week's top security news. https://t.co/6ZzIbIU4LG",""
"@javutin","I guess this can be considered #RedTeamFit ? #Cybersecurity https://t.co/5ndgjGPsDz",""
"@InfoSec_MH","@Cernovich From a guy who loves Trump (me):\n\nJust for the fact that he hired (AND KEPT) almost exclusively DC swamp… https://t.co/2dKHNcn43Q","@Cernovich"
"@remonsec","Hello hunters \n@naglinagli shared an amazing blog post about his finding.\n\nI suggest you all to have a look. I beli… https://t.co/hEV8lADy4u","@naglinagli"
"@AlyssaM_InfoSec","Tweet of the decade!! https://t.co/esuaHk3Z3u",""
"@AOAforDOs","The @FBI and other agencies warn of imminent cyberattacks on U.S. hospitals and health care providers. This threat… https://t.co/PxOvKioDYE","@FBI"
"@cynthiamckinney","Cybersecurity and Infrastructure Security Agency: Created November 2018 https://t.co/S0kKsV5jxC",""
"@5w0rdFish","When I started my InfoSec journey I never thought that one day I would be on a panel with these guys.  Life milesto… https://t.co/8nTTPZTAWB",""
"@nbstv","Fighting cybersecurity is still a challenge in Uganda, with most Ugandans, firms, organizations, and government age… https://t.co/wzQv96j3md",""
"@Hakin9","Web Applications Hacking contains two different editions that offer information on various attacks and approaches f… https://t.co/NGGlHSZumG",""
"@IdeaGov","As I have been hinting at, now that America will no longer have a traitor and quislings in power, my twitter tl wil… https://t.co/FxdtSluEsx",""
"@MorningTick","WhatsApp users in Oman speak out against hacking https://t.co/Tla9i421OW\n\n#Whatsapp #Oman #Hacked #Cybersecurity… https://t.co/RwoUboxaR9",""
"@THT_Resmi","Modern savaş robotları!\n\n#cybersecurity #cyber #security #cyberpunk #network #savaş #robot #artificialintelligence… https://t.co/u3PNZlDzlo",""
"@ITSPmagazine","Hosts @AlyssaM_InfoSec, @ChloeMessdaghi, &amp; @PhillipWylie took very non-traditional paths that led them to join the… https://t.co/1xYRSZU78q","@AlyssaM_InfoSec|@ChloeMessdaghi|@PhillipWylie"
"@bad_packets","Exploit activity detected from 217.8.117.137 (🇷🇺) targeting MobileIron MDM servers vulnerable to CVE-2020-15505 (… https://t.co/1bCjNEJtUa",""
"@u0pattern","وش أكثر شي يزعجك في الأمن السيبراني ؟ — معاملة Cybersecurity على أنه قاعة ""زوجوه يعقل"", مدري متى تفهم الناس ان هذا… https://t.co/YW2tLhc3IG",""
"@Udemy_Coupons1","Cybersecurity Awareness Training | 100%FREE #udemycoupon https://t.co/5LEk8RjGAq\n\n#MachineLearning #BigData… https://t.co/mnRF3qh17H",""
"@mclynd","How to protect your #backups from #ransomware https://t.co/9SbLLDACfH\n\n@csoonline @MariaKorolov @AghiathChbib… https://t.co/OAMb8qlpq1","@csoonline|@MariaKorolov|@AghiathChbib"
"@clouditeg","Four Lessons all Businesses can Learn From SaaS Success\n#MachineLearning #DeepLearning #ArtificialIntelligence #AI… https://t.co/eQQhLS556l",""
"@gabsmashh","@AlyssaM_InfoSec when covid chills, let's plan a trip there!","@AlyssaM_InfoSec"
"@UK_CAGE","If there is to be any meaningful change, then the US must withdraw from Afghanistan, halt its endless wars, close G… https://t.co/br8wfBybUG",""
"@AlyssaM_InfoSec","@gabsmashh Communications - Ability to translate between tech and business speak.\n\nStrategic Thinking - Able to see… https://t.co/sBYJrdpkRx","@gabsmashh"
"@TheXXLMAN","FORRESTER ha publicado una guia para pagar un #Ransomware\n\nNo me parece nada acertado.Pagar significa no sólo ceder… https://t.co/xLk8BLuGSm",""
"@blueteamsec1","GitDorker - A Tool To Scrape Secrets From GitHub Through Usage Of A Large Repository Of Dorks… https://t.co/ZlxWTtRfio",""
"@AlyssaM_InfoSec","For the first time in more than 4 years, I find myself wishing I was in Washington DC right now. I really want to b… https://t.co/xCY2grFKx7",""
"@Dinosn","How Ryuk Ransomware operators made $34 million from one victim https://t.co/qGR5HLAceD",""
"@ArkeoToys","Mattel victime d'un piratage informatique par un ransomware Oo\nBarbie aura fait tous les métiers du monde mais pas… https://t.co/1eieEdbOfH",""
"@gabsmashh","@AlyssaM_InfoSec @theladyofgeek I love this idea.","@AlyssaM_InfoSec|@theladyofgeek"
"@ingliguori","Five key qualities that #DigitalTransformation #leaders should possess\nVia @ingliguori #leadership #Cloud… https://t.co/hishEx8SkC","@ingliguori"
"@cincyvseveryone","Love how we losing followers cause of our take on the election. “Stick to sports, CVE.”\n\nYou think we give a flying fuck?\n\nNope 😂",""
"@ptracesecurity","iOS SSL Pinning Bypass (iOS 8 - 14) https://t.co/1Kox4YJb9Z  #MobileSecurity #iOSsecurity #Infosec https://t.co/oBMB9OUqx2",""
"@Ayriath","Apparently my information got leaked in a security breach, so that's cool. Thanks Chrome. \n\nHad to reset ALL my pas… https://t.co/2qbyBqgm5K",""
"@Tanguy_lrx","Did you register to attend the session “Telco DX Success Story” at DX Inspire?\n#hclswlobp #hclswfrance #nocode… https://t.co/n2r6dkbShP",""
"@ChinguCollabs","Do you know what a 'clickjacking' is?\n\nMore important, do you know how block it in your code?\n\nLearn the anatomy of… https://t.co/Fu6jhpMDOf",""
"@secure_review","2020? The worst year in #cybersecurity history? Yeah, we have about #2020 reasons not to be surprised. #infosec… https://t.co/zrY9DvfiU4",""
"@Fabriziobustama","Three ways CISOs should be rethinking mobile security in 2021\n#CyberSecurity #mobilesecurity\n#CISOs #ITsecurity… https://t.co/lrLTFlkuuE",""
"@thewhiteh4t","#FinalRecon v1.1.0 is now available!\nhttps://t.co/XiZ2M09PJM\n\n[+] Changes :\n\n&gt; Dumps are moved to user data directo… https://t.co/eSwoqlSzYx",""
"@ptracesecurity","Patches those pesky APKs for proxy use. https://t.co/iebKKtYV1W  #Pentesting #MobileSecurity #Infosec https://t.co/IrAx3rvAv0",""
"@Fabriziobustama",".@Capcom_UK hacked in latest cyber attack on game makers\nBy @BBC https://t.co/QUlzvEaXIx\n#Cybersecurity… https://t.co/jqDY4F0SvY","@Capcom_UK|@BBC"
"@Hemaya_HAT","ملخص لأهم الأدوات التقنية المستخدمة في علم التحقيق الحنائي الرقمي.\nإعداد: سارة بن دخيل\nsarah-Cybersec (in)\n تدقيق ع… https://t.co/ZKT9v2K8Hc",""
"@matthieugarin","🎬 Regardez l'excellente intervention de G. Poupard devant la Commission des affaires étrangères, de la défense et d… https://t.co/TXkZlxlAL9",""
"@kim_crawley","Wise Old Bear comix, number one: #infosec https://t.co/Nm9HDNfWjp",""
"@TamaraMcCleary","The Top #IoT Vulnerabilities in Your Devices –– Keyfactor https://t.co/ENDyDCQ3nh #CyberSecurity https://t.co/ykOQaeWtGv",""
"@SourabhSKatoch","How We Turned 25K Printed Directories into Fully Searchable Digital Records.\n\nhttps://t.co/8b1DXbK1fd\n\n#Python… https://t.co/RPYXuEBETE",""
"@Hacker0x01","Last call! If you are a retired veteran or active duty military looking to grow your career in cybersecurity, check… https://t.co/Ts2i4gXP2T",""
"@H3KTlC","Spending the weekend refreshing for the sec + exam and finally taking it next week. There needs to be zero room for… https://t.co/0sll5bASWV",""
"@digitalcloudgal","📌 Q: What is not one of the SDLC phases?\n\nA: Reject\n\nv/ CCSP study guide\n\nCc: @Clarify360 \n\n#cloud #cybersecurity… https://t.co/IwJ2FN8VjW","@Clarify360"
"@Bank_Security","A Threat Actor is selling a list of IPs allegedly vulnerable to the #Fortinet bug CVE-2018-13379.\n\nAmong the victim… https://t.co/iatCsTlonl",""
"@ChristopherSix","I’d say now is better then anytime for the old joke. “Two old guys walk into a bar.....” yeah. Lame but true.… https://t.co/EQQYqExaRe",""
"@j_opdenakker","Use a password manager. Preferably not a browser built-in one but that’s still a lot better than not using a passwo… https://t.co/5pBp7jw36K",""
"@ncweaver","@colbynotacheese @davidgerard Option A:  The massive ecological waste of something burning the power of a medium si… https://t.co/juWfcKbWhB","@colbynotacheese|@davidgerard"
"@ptracesecurity","Metasploit Cheat Sheet  https://t.co/uxLFx0SAvp  #CheatSheet #Metasploit #CyberSecurity #Infosec https://t.co/r4e2xdMbN0",""
"@three_cube","OSINT: Abusing DNS for Reconnaissance #recon #dns #cybersecurity #cyberwarrior \n\nhttps://t.co/s0CdExuWT4 https://t.co/2Qnz5JglgV",""
"@DigitalBlkHippy","Everyone can learn to code but only some people will want to code for a living. And that’s coo too!\n\nMake money doi… https://t.co/xpAl94bNdU",""
"@theblue_hearts7","@watanabeatushi これ本当なら凄いですよね。トランプさんは6月ツイートで、外国から大量の郵便投票がくると言ってましたし、米国DHSも2020年迄に各州に裏付けとれる郵便投票の仕組みを入れたいという下記記事ありますし。… https://t.co/oMndg6qjFH","@watanabeatushi"
"@AlyssaM_InfoSec","Alright @BsidesORL, I'm ready to talk cyber security career building, are you?? Let's do this. https://t.co/6cpGHPyaL9","@BsidesORL"
"@HarbRimah","5 Must-Have Data Science Skills That You Should Learn.\n\nhttps://t.co/1HMaphSCj7…\n\n#MachineLearning #DataScience… https://t.co/HqmskGdNW1",""
"@hackerb0t","Infosec isn't just a profession, it's a lifestyle",""
"@three_cube","Open Source Intelligence (OSINT) Zmap for Scanning the Internet: Scan the Entire Internet in 45 Minutes! #zmap… https://t.co/ZCingIf5vL",""
"@CioAmaro","Hackers attacking your memories: science fiction or future threat? | ThreatRavens \n#Infographic [ @CioAmaro ]… https://t.co/vNN9FTvXVm","@CioAmaro"
"@Cougwill","We have seen @NickRolovich @SteveGleason @theanthonymic and others #WaveTheFlag in 2020. I wonder who the… https://t.co/2cUEZCBiC3","@NickRolovich|@SteveGleason|@theanthonymic"
"@blueteamsec1","Oregami - IDA Plugins And Scripts For Analyzing Register Usage Frame https://t.co/SUbjg9AxOm #hacktool #kitploit… https://t.co/7PyqgxFlfq",""
"@maldevel","Intercepting HTTPS on Android #pentest #infosec \nhttps://t.co/tX1AdICXy7",""
